Wall time,Step,Value
1703662161.998458,5,0.5523114204406738
1703662163.9520893,10,0.6739659309387207
1703662165.9048693,15,0.698296844959259
1703662167.8693802,20,0.698296844959259
1703662169.8201401,25,0.7347931861877441
1703662171.7719536,30,0.7299270033836365
1703662173.7368257,35,0.7226277589797974
1703662175.904682,40,0.7639902830123901
1703662177.8530722,45,0.7323601245880127
1703662179.8001628,50,0.7566909790039062
1703662181.7419858,55,0.7712895274162292
1703662183.692456,60,0.7785888314247131
1703662185.6342034,65,0.798053503036499
1703662187.5759687,70,0.7858880758285522
1703662189.5270717,75,0.7858880758285522
1703662191.4620774,80,0.8029196858406067
1703662193.4112926,85,0.7907542586326599
1703662195.3537009,90,0.8029196858406067
1703662197.301082,95,0.812652051448822
1703662199.2494721,100,0.7858880758285522
1703662201.197057,105,0.7858880758285522
1703662203.201564,110,0.7907542586326599
1703662205.2035465,115,0.798053503036499
1703662207.1737158,120,0.7907542586326599
1703662209.1186268,125,0.8077858686447144
1703662211.0687296,130,0.812652051448822
1703662213.007954,135,0.7834550142288208
1703662214.9581516,140,0.8175182342529297
1703662216.8982675,145,0.8175182342529297
1703662218.837323,150,0.7858880758285522
1703662220.8083837,155,0.8223844170570374
1703662222.7918024,160,0.8175182342529297
1703662224.7551937,165,0.798053503036499
1703662226.7018921,170,0.8199513554573059
1703662228.648631,175,0.8175182342529297
1703662230.5956168,180,0.798053503036499
1703662232.5337272,185,0.8223844170570374
1703662234.495642,190,0.812652051448822
1703662236.4386163,195,0.8053528070449829
1703662238.3860936,200,0.8150851726531982
